Review_en,text_clean,food_rating,service_rating,atmosphere_rating,sentiment
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
This is not the case.,this is not the case.,2.0,1.0,3.0,negative
"The service is terrible it's ok, but the food is much worse. The salmon smell and taste very bad with the skin also left on it. I felt sick after that. I recommend mentai muar the best never disappoint (hopefully)","the service is terrible it’s ok, but the food is way worse . the salmon smell and taste very bad with the skin also left on it. i felt sick after that. i recommend mentai muar the best never disappoint (hopefully)",1.0,1.0,1.0,negative
This is not the case.,this is not the case.,3.0,3.0,3.0,neutral
This is not the case.,this is not the case.,4.0,4.0,5.0,positive
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
The food is delicious and the price is reasonable. The service is good. Fast cleaning and the place is clean. The atmosphere is good. I like it.,food is delicious and the price is reasonable. service is good. fast clean up and place is clean. atmosphere is good. i like it,5.0,5.0,4.0,positive
Last Friday 15/03/2024 time about 7:30pm. I was dining in with my friend and ordered Salmon Salad. at 1st my friend told me this salmon was not fresh . but I keep eating it because the taste is already covered by a thousand island mayonnaise. By 11:30pm I got diarrhea . and another friend at 2am also diarrhea.I hope sushi mentai management not only care about the business but need to improve on the food serving as well.RegardsJoshua,last friday 15/03/2024 time approximately 730pm. i was dine in with my friend and ordered salmon salad. at 1st my friend told me this salmon was not fresh . but i keep eating it because the taste already covered by thousand island mayonnaise. by 1130pm i got diarrhea . and another friend at 2am also diarrhea.i hope sushi mentai management not only care the business but need to improve on the food serving as well.regardsjoshua,1.0,3.0,3.0,negative
This is not the case.,this is not the case.,5.0,4.0,4.0,positive
Just once. Food:,sedap sekalifood:,,,,neutral
This is not the case.,this is not the case.,4.0,4.0,4.0,positive
"It's cheap, fresh and delicious. Order type:",便宜 新鲜 thumbs up light skin tone order type:,,,,positive
"It's good food, cheap Order type:",东西好吃，便宜order type:,,,,positive
Every time come every time No salmon. Sushi shop No salmon very funny No need to do business better.,everytime come everytime no salmon.sushi shop no salmon very funny no need do business better.,,,,negative
"The shop is half the size of the Bukit Tinggi 2, Klang branch. I was not aware that seafood fried rice and certain options are not available in Malacca. Crowded with limited space to move around.","the shop is half of the size of the bukit tinggi 2, klang branch. i was not aware that the seafood fried rice and certain options are not available in malacca. crowded with limited space to move around.",2.0,2.0,3.0,negative
"Cashiers are rude 😊😊😊Edit: Every time I come here, I'm experiencing new things, if you want to experience bad service attitude, you definitely have to give this place a try!!! 10/10","cashiers are rude smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes edit: every time i come here, i’m experiencing new things, if u want to experience bad service attitude, definitely must give this place a try!!! 10/10",2.0,1.0,3.0,negative
This is not the case.,this is not the case.,5.0,5.0,4.0,positive
This is not the case.,this is not the case.,3.0,3.0,3.0,neutral
This is not the case.,this is not the case.,4.0,4.0,4.0,positive
A good place to talk about work and leisure Food:,适合谈工作消遣的好地方food:,,,,neutral
"Today's rice is hard to eat, and it's hard to swallow, and it's hard to swallow, and it's hard to swallow, and it's hard to swallow, and it's hard to swallow, and it's hard to swallow, and it's hard to swallow, and it's hard to swallow, and it's hard to swallow, and it's hard to swallow, and it's hard to swallow, and it's hard to swallow, and it's hard to swallow, and it's hard to swallow, and it's hard to swallow.",今天的米饭好难吃 .. 又黏又大坨 不喝水都吞不下的程度 … 三文鱼也不新鲜order type:,,,,negative
"I love the running sushi , definitely recommend visiting the restaurant Recommended dishes","love the running sushi , definitely recommend to visit the restaurant",5.0,4.0,4.0,positive
"The food is fast, but the food is a bit dry Order type:",上菜速度快 但是饭有点干order type:,,,,neutral
This is not the case.,this is not the case.,4.0,4.0,4.0,positive
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
This is not the case.,this is not the case.,5.0,4.0,,positive
"Delicious...Recommended dishesVariety of sushi, Tempura, Salmon Mentaiyaki",delicious....,,,,positive
"The place is good. The service is fast and good. But I was very disappointed with the food. The rice they use to make sushi is not the pearl rice. The rice when we eat is so sticky and soft. Got stuck between the teeth. That's not what pearl rice will do and happen. The cooking style is good with nice display. I've been to a few sushi mental in Malaysia. This is the worst rice I've ever eaten. Normally I can eat 20++ plate, but today I only eat less than 10. As the rice is really hard to salt. Only those without rice one I can accept and feel good. Please management. Go take a look at the quality of the rice.","the place is good. service is fast and good.but i was very disappointed with the food.the rice they use to make sushi is not the pearl rice. the rice when we eat is so sticky and soft. got stuck between teeth. that not what pearl rice will do and happen. the cooking style is good with nice display.i been to few sushi mental in malaysia. this is the worst rice i have ever eaten.normally i can eat 20++ plate, but today i only eat less then 10. as the rice really hard to sallow.only those without rice one i can accept and feel good.please management. go take a look at the quality of the rice.",1.0,5.0,4.0,negative
Type of order:,order type:,,,,positive
Service & food getting worse...,service & food getting worst...,1.0,1.0,,negative
The quality of the food is not good.,food quality no good. price and ambience ok,2.0,3.0,4.0,negative
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
This is not the case.,this is not the case.,3.0,4.0,4.0,neutral
This is not the case.,this is not the case.,4.0,4.0,4.0,positive
"It's hard to eat because the child promised to pack for him, so there's no way a mother would need to pack. Order type:",吃到两口看见食物上有头发？？感觉恶心 不敢吃了 因为答应孩子要打包给他 所以没办法咯还需要打包。。。order type:,,,,negative
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
"The price is not so much to say, the famous items are cheap, the sushi on the rotating axis has a lot of options, and occasionally there are special soups, which is a lot of people have time to eat, need to line up Order type:",价格就不多说了，出名的物价美廉，这间的旋转轴上的寿司有很多选择，偶尔还有特别寿司出现，就是用餐时间很多人，需要排队order type:,,,,positive
"Cheap sushi and it's always fresh. The atmosphere can be quite busy (quite a popular spot). However, if you're on a budget, the sushi here is reliably tasty and cheap. They have a variety of classic nigiris and also some inventive sushi options that you can't really find elsewhere. A little heavy on the rice (would have preferred less rice per sushi), but that's just my personal preference so I can eat more sushi haha. Parking is just roadside parking but normally not hard to get a parking around the area despite quite heavy traffic during peak hours. Recommended dishesVariety of sushi","cheap sushi and it's always fresh. the atmosphere can be abit busy (quite a popular spot). however, if you're on a budget, the sushi here is reliably tasty and cheap. they have a variety of classic nigiris and also some inventive sushi options that you can't really find elsewhere. a bit heavy on the rice (would have preferred less rice per sushi), but that's just my personal preference so i can eat more sushi haha. parking is just roadside parking but normally not hard to get a parking around the area despite quite heavy traffic during peak hours.",4.0,4.0,3.0,positive
Food is pretty much the same in every mentai... nice and cheap... my family's favorite places to eat.,food a pretty much the same in every mentai... nice and cheap.. my family's favourite places to eat,4.0,4.0,4.0,positive
It's not much different from the order type.,不错。。。和kl的相比也没有大同小异。。。order type:,,,,neutral
Good place for family,good place for family,5.0,5.0,5.0,positive
This is not the case.,this is not the case.,5.0,4.0,4.0,positive
I asked the waiter if my phone was wireless. Two-dimensional code loading for a long time. I asked him arrogantly if he could use wifi. He said it was company-specific. I said wireless. How do I load items of food?,这位高瘦戴眼镜 服务员态度不行 我来进食要点单食物 我就问这位服务员 1. 我的手机没线 二维码 扫描loading 很久 我就问他有没有wifi可以用 很傲慢的样 说wifi是公司专用 我就说没线 要怎样loading 点单食物 点单menu 都不会拿过来 一直要强逼顾客 拿二维码来点单食物 ？2. 要清理桌面上的食渣 这位服务员 拿抹布往外扫出去地下 （很不卫生直接往地下扫去 不是拿手垫着食渣？）,,,,negative
"The price is reasonable.Love the spider tempura and chuka idaku.Shiro Ramen 😋The sauces for both agedashi tofu and takoyaki are rather poor.The takoyaki tastes mainly flat patty. (Need to improve here.) Recommended dishesTempura, Seasoned Baby Octopus, Shiro Ramen",price is reasonable.love the spider tempura and chuka idaku.shiro ramen face savoring food sauces for both agedashi tofu and takoyaki are rather dismally poor.the takoyaki tastes mainly of flat patty. (need to improve here.),4.0,4.0,4.0,positive
"The staff is very nice, special arrangement of baby chairs for my son. Food for Japanese meals. Affordable and maintain the taste of Japanese food. Order type:",工作人员 态度很好 特地安排babychair 给我儿子。 食物日本餐来说 经济实惠 又维持着日本食材的味道。order type:,,,,positive
"The price is really cheap, the real thing is really cheap Order type:",价格真的很便宜，真正的物美价廉order type:,,,,positive
A lot of people like to go ... sometimes need to take the number and wait for dinner in .,alot of ppl like to go .... sometime need to take number and wait for dine in .,5.0,5.0,5.0,positive
The food is very good and tastes better than a well-known chain Order type:,食物非常喜欢，味道好过某知名连锁店order type:,,,,positive
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
"Best affordable sushi ever! Service is very good Recommended dishesVariety of Sushi, Sashimi Salad",best affordable sushi ever! service is very good,5.0,5.0,5.0,positive
This is not the case.,this is not the case.,5.0,4.0,4.0,positive
Small but cozy restaurant Recommended dishesVariety of sushiParking spaceSome difficult to findParking optionsFree street parking,small but cozy restaurant,5.0,4.0,4.0,positive
This is not the case.,this is not the case.,4.0,1.0,1.0,negative
"This is a conveyor belt sushi place. You can either take the sushi from the conveyor belt or order it from the menu. The price is very very cheap for sushi, the price for the sushi on the yellow plate is RM 1.80, and the sushi on the red plate is RM 2.80. However, I have tried better sushi from other sushi mentai franchise.","this is a conveyor belt sushi place. you can either take the sushi from the conveyor belt or order it from the menu. the price is very very cheap for sushi, the price for the sushi on the yellow plate is rm 1.80, and the sushi on the red plate is rm 2.80. however, i have tried better sushi from other sushi mentai franchise.",3.0,4.0,3.0,neutral
"It's good to eat, it's a little grilled. Fish egg soup tastes different from other places, it's not very good. But it's good to do it now. Unfortunately, Samsung Fish soup is sold, and the service staff didn't notify us.",拉面很好吃，就是汤有点咸。鱼蛋寿司和其他地方的鱼蛋味道不一样，不是很喜欢。但是现点现做，这个可以赞一下。很可惜的是三文鱼寿司卖完了，服务人员也没通知我们。,,,,positive
The best sushi,best sushi,5.0,5.0,5.0,positive
Nice to eat sushiOrder type:,nice to eat sushiorder type:,,,,positive
"First, we waited for half an hour before the tea water came up, and then we found out that it hadn't come in, and then the waiter didn't feel sorry at all. Second, the salmon sashimi didn't come in, so we switched to the salmon toro, and it's been waiting for over 10 minutes.",第一，等了半个小时茶水还没上 然后才发现原来没有进到单然后服务员没有丝毫的觉得抱歉第二，salmon sashimi没了所以我们换成salmon toro 已经等了超过10分钟 问了服务员才知道又是没有进到单第三，sashimi里面有鱼鳞 告诉了服务员也只是换来了一句 嗯okay 一句不好意思都没有 真的是无语到家了,,,,negative
"The attitudes of the waiters here really need to be improved. Picking up the bowl is as loud as putting up the cannon, and the individual feels that it affects the mood of the customers to eat. Order type:",这里的服务员工作态度真的很需要改善。拿放碗碟收拾就如放炮那样响亮，个人觉得很影响顾客用餐心情。order type:,,,,negative
"The food was okay, the service was very fast, easy and convenient.","the food was okay, service was very fast, easy and convenient.",4.0,2.0,4.0,positive
This is not the case.,this is not the case.,4.0,3.0,4.0,neutral
Ok Recommended dishesVariety of sushi,ok,4.0,2.0,3.0,neutral
"If you just want to enjoy having sushi from sushi conveyor, this is not the place!!! I was waiting from 8.15pm until 8.50pm, and observed that no topping was done","if you just want to enjoy having sushi from sushi conveyor, here is not the place!!! i was waiting from 8.15pm till 8.50pm, and observed that no topup was done",,1.0,,negative
"I believe the sushi here is the cheapest in town. And tasty too.The staff are always very friendly, polite and efficient.The place can be crowded especially during meal times and holidays.Recommended dishesVariety of sushiParking spaceSome difficult to find parkingParking optionsPaid street parkingParking can be very limited especially during meal times and holidays","i believe the sushi here is the cheapest in town. and tasty too.staff are always very friendly, polite and efficient.place can be crowded especially during meal hours and holidays.",4.0,4.0,4.0,positive
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
"For Muslims, their sushi contains mirin (rice wine) hence sini tak halal harap maklum. NON HALAL.Sushi here is affordable compared to other places.","for muslims, their sushi contain mirin (rice wine) hence sini tak halal harap maklum. non halal.sushi here is affordable compared to other place. thank you to shop workers for being very transparent.",,,,negative
"Good. At least can improve more varieties for customers to select Recommended dishesVariety of Sushi, Sashimi Salad, Spicy Ramen, Grilled Saury Pacific, Salmon and Salmon Mentai Sushi, Tempura Udon, Shiro Ramen, Tori Katsu Curry Rice",good. at least can improve more varieties for customer to select,3.0,3.0,3.0,neutral
This is not the case.,this is not the case.,5.0,4.0,4.0,positive
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
I don't think it's worth the price of that service charge. I'd rather go to seafood.,我认为它的服务不值得我给那个贵的service charge 宁愿去吃海底捞,,,,negative
Taste hardly anything and tell closes at 8:40pm even though google clearly stated 9pm. staff were rude and said they won't take us as customers.,taste barely anything and told closes at 8:40pm even though google stated clearly 9pm. staff were rude and said not gonna take us as customer.,1.0,1.0,1.0,negative
This is not the case.,this is not the case.,4.0,4.0,4.0,positive
"You need to get the number first, and then line up, there are a lot of people, but they're still very fast, there's a parking lot, and they keep sushi on the turntable.",需要拿号码先，然后才排队，人很多但是还是挺快的，parking还是有的，他们会保持sushi转盘上都是满的。种类多，平价好吃food:,,,,neutral
Cheap and delicious Order type:,便宜又好吃order type:,,,,positive
"Very fast service, option for sushi and price is far superior to S**** K***. It's fast packed for dinner and especially 6-8pm. The sushi conveyor is always full and full. Came here for so many times. Recommended dishesVariety of sushi","very fast service, option for sushi and price is far more superior than s**** k***. it's quick packed for dinner and especially 6-8pm. the sushi conveyor always being top up and full. came here for so many times.",5.0,5.0,5.0,positive
Food = priceGood place to just have a light meal and hang out Recommended dishesVariety of sushi,food = pricegood place to just have a light food and hang out,5.0,5.0,5.0,positive
Low quality Japanese food 😅,low quality japanese food grinning face with sweat,2.0,3.0,3.0,negative
"The food is nice. The environment is clean. The staff is friendly. I love the salmon fish head... although it is a franchise, the food from this shop tastes better than the shop in Johor.","the food is nice. the environment is clean. the staff is friendly.i love the salmon fish head...though it is a franchise, the food from this shop taste better than the shop in johor.",4.0,5.0,5.0,positive
Very limited choice of sushi but the cooked Don bowls were okay.,very limited choices of sushi but the cooked don bowls were okay. sadly when i went they said no sashimi.,3.0,3.0,3.0,positive
This is not the case.,this is not the case.,4.0,4.0,3.0,neutral
"We are walking the staff just hurrying us: faster faster walk faster in Chinese, but in front of us there are others walking too. When we pay the bill, we react to the supervisor and the supervisor just oh didn't ask who that is and take action on this matter. Now I wonder why the staff will be like this.","their service is too bad！we are walking the staff just rushing us：faster faster walk faster in chinese, but in front us there are others walking too. when we pay the bill, we react to the supervisor and the supervisor just “oh” did not asked for who is that and take action to this matter. now i wonder why the staff will be like this.",,,,negative
The food is good and served quickly.,服务快，食物不错吃order type:,,,,positive
"Clean, fresh, nice","clean, fresh, nice",5.0,5.0,5.0,positive
This is not the case.,this is not the case.,5.0,5.0,4.0,positive
"Good food and good service. Price is affordable but sometimes have to wait for seating. Especially during weekends and public holidays. Recommended dishesVariety of Sushi, Salmon and Salmon Mentai Sushi, Tempura Udon, Prawn Tempura",good food and good service. price is affordable but sometimes have to wait for seating. especially during weekends and public holidays.,5.0,4.0,4.0,positive
Everyone loves to eat here bc of their price point but the service is slow and quite bad. pls hire staff who speak English too ya. The service was bad. Waited almost 40 minutes for my food without an apology from the staff for missing my order. Disappointed. Won't be returning. Sushi taste mediocre as well. Only liked the spicy ramen. The katsu Don was so plain.,everyone loves to eat here bc of their price point but the service is slow and quite bad. pls hire staff who speaks english too ya. service was bad. waited nearly 40 mins for my food without an apology from staff for misplacing my order. disappointed. won’t be returning. sushi taste mediocre as well. only liked the spicy ramen. the katsu don was so plain.,,,,negative
Food tastes good and service attitudes can be reinforced by the feeling of going in and spending money looking at his face,食物是味道不错服务态度可以再加强（最高的华人）感觉进去是花钱看他脸色,,,,positive
"Always full of people here, need to wait, food is good, dishes recommended, variety of sushi",always full of people here. need to wait. food is good.,4.0,3.0,3.0,positive
This is not the case.,this is not the case.,3.0,3.0,3.0,neutral
This is not the case.,this is not the case.,1.0,1.0,1.0,negative
This is not the case.,this is not the case.,5.0,4.0,4.0,positive
"Came here around 9/3/2023 for lunch with family.Used to always come here to eat salmon belly sushi when I was still in high school,decided to revisit after a few years.Staff were friendly and welcoming tho they had made a slight mistake with our order as they forgot to key in one of our order to the kitchen and we only found out after we checked the receipt again and asked the staff about it.Cleaness of the condiments bowl still have a few hardened residues from previous use for some reason, could improve on that as well as it may put off some customers.As for their sushi the fish are okay, I took a few salmon belly sushi and felt the rice is intact, in a way too sticky fish can be difficult to swallow, can also be a choking hazard for the elderly.I also took this fried conveyor belt and it was a nice place to try it out for some customers who still don't like it.","came here around 9/3/2023 for lunch with family.used to always come here to eat salmon belly sushi when i was still in high school ,decided to revisit after a few years.staffs were friendly and welcoming tho they had made a slight mistake with our order as they forgot to key in one of our order to the kitchen and we only found out after we checked the receipt again and asked the staff about it.cleanliness of the condiments bowl still have a few hardened residue from previous use for some reason, could improve on that as well as it may put off some customers.as for their sushi the fishes are okay, i took a few of salmon belly sushi and felt the rice is too intact, in a way too sticky can be hard to swallow, also may be a choking hazard for elderly.i also took this fried fish from the conveyor belt and it was quite nice for someone who doesnt really like fishy taste, it was accompanied by a sweet soy sauce if not mistaken.overall its still okay as it is still affordable tho some areas could definitely be improved.do give this place a try on weekdays to avoid crowds.",,,,neutral
Very good crowd flow into this restaurant even at 3pm on Saturday. Didn't have to wait long. Most customers just eat n leave. There is only 2 price range for sushi. Can also order other items if not found on conveyor. Reasonable quality for the price offered. Wouldn't mind coming back for a quick sushi bite.Recommended dishesVariety of sushi,very good flow of crowd into this restaurant even at 3pm on saturday.did not need to wait long. most customer just eat n leave.there is only 2 price range for sushi. can also order other items if not found on conveyor. reasonable quality for the price offered.would not mind coming again for a quick sushi bite.,,,,positive
"The place is very comfortable and clean.The staff is very good.Recommended dishes.Variety of sushi, Shiro Ramen.",the place is very comfortable and clean. the staff is very good,,,,positive
This is not the case.,this is not the case.,4.0,2.0,2.0,negative
The shark's tail is already tasty and not fresh. Hopefully the next time we can improve the Order type:,鱿鱼刺身已有腥味（不新鲜）。希望下一次可以改善order type:,,,,negative
"Wait to be seated.Maybe it was hot weather. Air conditioning wasn't cool enough. With a full house but poor ventilation, lunch was just satisfactory. Food was fine. Price was standard.","wait to be seated.may have been the hot weather. air conditioning was not cool enough. with a full house but poor ventilation, lunch was just satisfactory.food was alright. price was standard.",4.0,4.0,4.0,positive
"Pro:• Affordable and delicious.• Vast meal choices.• Great serving.Con:• No beef.• Only a few options available on the conveyor belt, individual orders had to be made.• Environment slightly crowded. Recommended dishesSalmon and Salmon Mentai Sushi, Tempura Udon","pro : affordable, and delicious. vast meal choices. great serving.con : no beef. only few options available on the conveyer belt, had to make individual orders. environment a little bit crowded.",4.0,4.0,3.0,positive
Nice 👍,nice thumbs up,5.0,5.0,5.0,positive
"Price is reasonable, choice is abundant, taste is good, environment is comfortable and service is good. Recommended dishesSalmon Mentaiyaki, Salmon and Salmon Mentai Sushi, Prawn Tempura, Salmon Sashimi Double SizeKid-friendlinessKids just love it! Moving sushi belt...","price is reasonable, choice is plenty, taste is good, environment is comfortable and service is good.",4.0,5.0,5.0,positive
Always good with great quality control. Recommended dishesVariety of sushiParking spaceLots of parking,always good with great quality control.,5.0,4.0,4.0,positive
This is not the case.,this is not the case.,5.0,1.0,4.0,neutral
"The salad is nice and generous size, but the noodles were too salty.",cheaper than sushi king. delicious! the salad is nice and generous size. but the noodles were too salty.,5.0,4.0,5.0,positive
"The ramen is overcooked. Otherwise, everything is fine.","the ramen is overcooked. otherwise, everything is good.",4.0,5.0,5.0,positive
"Price is reasonable, service is fast.","price is reasonable,service is fast",4.0,4.0,4.0,positive
Have more variety than sushi k*** at the most affordable price.,have more variaty than sushi k*** at most affordable price.,3.0,4.0,3.0,neutral
"Delicious sushi and takoyaki 😋 other dishes are ok, go earlier to avoid queuing parking spaceSome difficult to find parkingParking optionsPaid street parking","delicious sushi and takoyaki face savoring food other dishes are ok, go earlier to avoid queueing",4.0,5.0,5.0,positive
"I've been to some other budget sushi restaurants and those foods are clearly not fresh, the food here is fresh even though it was near closing time when I had my meal here.","i've been to some other budget sushi restaurants and those foods are clearly not fresh, the food here is fresh even though it was near to closing time when i had my meal here. highly recommend.",5.0,5.0,5.0,positive
"Their sushi was nice. I love their chuka idako, inari tuna mayo & salmon skin maki ✨ oh their tempura moriawase is also so good. Price range, affordable. The space of the restaurant is quite small and people have to queue during peak hours. Their service is fast, the conveyor belts are always full with their fresh mentais. Overall it is a good place for fast meals and would love to repeat again!!","their sushi was nice. i love their chuka idako, inari tuna mayo & salmon skin maki pinched fingers sparkles oh their tempura moriawase also so good. price range, affordable. the space of the restaurant is quite small and people have to queue during peak hours. their service is fast, the conveyor belts are always full with their fresh mentais. overall it's a good place for quick meals and would love to repeat again!!",4.0,5.0,4.0,positive
"It's a fast-moving soup shop, fresh life, low prices. It's crowded, and most of the time it's outside the store. Order type:","旋转寿司店,寿命新鲜,价格低.人潮多,多数时候要在店外等桌子.order type:",,,,positive
This is not the case.,this is not the case.,5.0,2.0,4.0,neutral
Chawan mushi horrible seeing so many young people queuing up for seats every day so decided to give it a try. not impressed.,very well priced. however the food is just so so. chawan mushi horrible. see so many youngsters queueing up for seats daily so decided to give it a try. not impressed.,3.0,4.0,4.0,negative
This is not the case.,this is not the case.,5.0,4.0,4.0,positive
This is not the case.,this is not the case.,2.0,3.0,2.0,negative
This is not the case.,this is not the case.,4.0,4.0,4.0,positive
The cutlery was not cleaned properly but can be sorted easily.,a great atmosphere to fill up on affordable sushi food. the cutlery was not cleaned properly but can be sorted easily.,5.0,5.0,5.0,positive
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
"Second time here. food is still the same. but pro tips, don't sit near the toilet. or enjoy the smell especially if you have sensitive nose.","2nd time here. food is still the same. but pro tips, dont seat near the toilet. or enjoy the smell especially if you have sensitive nose. speak-no-evil monkey",,,,negative
"There are many sushi restaurants, this is one of the best sushi restaurants in melaka. Definitely better value for money than Sushi King. The Shiro Ramen is delicious and the portion is large enough. The chicken is tender. Miso soup is definitely a large portion compared to the rest. The Chawan Mushi is also good. The sushi belt has quite a number of varieties of sushi. The restaurant is quite full even though we came at 3pm. There are plenty of parking lots around.","there are many sushi restaurants, this is one of the best sushi restaurant in melaka. definitely better value for money then sushi king.the shiro ramen is delicious and the portion is big enough. the chicken is tender. miso soup is definitely big portion compare to the rest. the chawan mushi is good too. the sushi belt has quite a number of varieties of sushi.the restaurant is quite full despite we came at 3pm. there are ample parking lots around.",5.0,4.0,4.0,positive
"Crowded every time, waiting time at least 20 minutes.",crowded each time. waiting time at least 20min.,3.0,4.0,4.0,neutral
This is not the case.,this is not the case.,4.0,4.0,4.0,positive
"The price is reasonable and the food served is of good quality. This restaurant is popular and is usually crowded. During peak hours especially on weekends/public holidays, the queue and waiting time for a table may be long. I hope this restaurant will expand to a larger area to cater to the huge crowd and for a more comfortable dining experience","the price is reasonable and the food served is of good quality. this restaurant is popular and is crowded usually. during peak hours especially on weekends/public holidays, the queue and waiting time for a table may be long. i hope this restaurant will expand to a larger area to cater to the huge crowd and for a more comfortable dining experience",5.0,4.0,3.0,positive
This is not the case.,this is not the case.,5.0,5.0,4.0,positive
This is not the case.,this is not the case.,4.0,5.0,3.0,positive
This is not the case.,this is not the case.,4.0,3.0,3.0,neutral
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
"Serving microwave food which is always a big nono to me. But it's beyond disgusting and that was wasabi is a ""fake"" as my ex-girlfriend but at least it's cheap.","serving microwave food which always a big nono to me .tbh it's beyond disgusting and that was wasabi is a ""fake"" as my ex gf but at least its cheap .",1.0,2.0,2.0,negative
"food wise is satisfied, however, the staff service is super duper the WORST!!! I think it is better to make the complaint at Sushi Mentai Group instead of in this outlet....","food wise is satisfied, however, the staff service is super duper the worst!!! i think is better make the complaint at sushi mentai group instead of in this outlet....",,,,negative
This is not the case.,this is not the case.,5.0,5.0,5.0,positive
"Lack of serving quality, the waiter doesn't know what they're doing, can't even understand what the waiter is talking about too much because they mumble too much. One of our food is served super slow, don't know what they're doing, standing there like a robot. I'm here to eat, not to starve while watching the waiter stand in a row providing zero help.","lack of serving quality, the waiter doesn't know what they are doing, can't even understand what the waiter talking too because they mumble too much. one of our food is served super slow, don't know what are they doing, standing there like a robot. i'm here to eat, not to starve while watching the waiters standing in a row providing zero help.",,,,negative
Valuable Recommended dishesVariety of sushi,valuable,5.0,5.0,5.0,positive
It's getting worse... food taste is out... service is going down too. All staff faces... can't see anyone with a single smile.,getting worst...food taste is out n service is going down .too .all staff face ....can't see anybody with a single smile,3.0,2.0,1.0,negative
Delicious at a reasonable price.,delicious with reasonable price.,,,,positive
"Okay, not bad.",ok not bad,,,,positive
Although it was quite packed with customers and sometimes needing to wait for turn.,taste good. although it was quite pack with customer and sometime needing to wait for turn.,,,,neutral
Still cozy even though the premise is a little small. Will come back next time!,still cozy even though the premise is a bit small.will come again next time!,,,,positive
I like sushi king.,好吃过sushi king,,,,positive
The price here is cheaper than other sushi restaurants. But giving 2 stars because the service here is bad and the worker is super rude.,food ok... worth the price herethe price here cheaper then other sushi restaurant.but giving 2 stars becuz the service here are bad and worker r super rude.,,,,negative
Nice and cheaper...,nice n cheaper....,,,,positive
Salmon sushi is delicious.,salmon sushi veli nice,,,,positive
decent sushi at a very reasonable price. Just that the place is quite small and seats are limited.,decent sushi at very reasonable price. just that the place is quite small and seats are limited,,,,positive
"Good food at a reasonable price, small portion but fresh enough.",good food at reasonable price. small portion but fresh enough.,,,,positive
They serve the best sushi ever.It is not expensive and affordable.The taste is good and the ingredient is fresh.The salmon use looks red and pink.100% recommend this sushi shop.,they serve the best sushi ever.lt is no costly and affordable.the taste is good and the ingredient is fresh. the salmon use looks red and pink.100% recommend this sushi shop.,,,,positive
Delicious meal and fair price,delicious meal and with fair price,,,,positive
It's a kid-friendly restaurant.,okla. kids friendly restaurant.,,,,positive
"Relatively cheap compared to other sushi places, the sushi on the belt tastes good, food you order also not bad, sometimes many people have to wait outside for table","relatively cheap compared to other sushi places, the sushi on belt tastes good, food you order also not bad, sometimes many ppl have to wait outside for table",,,,positive
This branch has more sushi options than the other branches I've visited.,love mentai. never disappoints. this branch has more sushi options than the other branches i've visited.,,,,positive
"Good food, great price.","good food, great price. atmosphere can be improved",,,,positive
Cheap sushi shop with okay ish standard food. Quality is as expected of the price point.,cheap sushi shop with okay ish standard food. quality is as expected of the price point.,,,,positive
I always love Sushi Mentai because of their pocket friendly price for the sushi. It's much cheaper than Sushi King & other competitors but of course in Japan their sushi is the best. I've been to a few outlets of Mentai & for this branch I think it's just okay. Nothing much to complain about. You might need to wait for 20-30 minutes during peak hour for dinner. They do accept e-wallet payment too.,i always love sushi mentai because of their pocket friendly price for the sushi. it way cheaper than sushi king & other competitor but of course at japan their sushi is the best. i have been to few outlet of mentai & for this branch i think it is just ok. nothing much to complaint. you might need to wait for 20-30min during peak hour for dinner. they do accept e-wallet payment too.,,,,positive
"Comparing with other Sushi Mentai braches, I would say this one is not that good. I am comparing in terms of their food quality, food variation and cleanliness of the shop. Secondly, it would be great if they prepare the transparent divider between different tables as the tables are arranged quite close to each other. I remember there are some sushi Mentai branches that do prepare the transparent divider and its pretty good especially during this pandemic.","making comparison with other sushi mentai brach, i would say this one is not that good. i'm comparing in terms of their food quality, food variation and cleanliness of the shop.secondly, it would be great if they prepare the transparent divider between different tables as the tables are arranged quite close to each other. i remember there are some sushi mentai branches that do prepares the transparent divider and its pretty good especially during this pandemic.",,,,negative
My first time here. Price is quite cheap compared to other places. lots of choices & big portions!,my first time here. price is quite cheap compare to other places. lots of choices & big portions!,,,,positive
"Favorite placeNeed to come once a monthNeed to order their-Fried pumpkin (Must I tell you)Need not order their-Shishamo (didn't fry enough, bone still there) Nippon sushi better- Soba (too bitter)-Fried oyster (bitter as well)","favourite placeneed to come once a monthmust order their-fried pumpkin (must i tell you)must not order their-shishamo (didnt fry enuf, bone still there) nippon sushi better- soba (too bitter)-fried osyter (bitter as well)",,,,negative
